,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,Point_o,origin_x,origin_y,Point_d,destination_x,destination_y
453,46333825,3412535141,2020-10-29 15:12:53,,0 days 00:07:42.000000000,2020-10-29 15:20:35,,462,453,POINT (4.8911164 52.359631),4.8911164,52.359631,POINT (4.8923096 52.3636883),4.8923096,52.3636883
523,3214953956,46397577,2020-10-29 15:12:53,,0 days 00:34:41.000000000,2020-10-29 15:47:34,,2081,523,POINT (4.8845822 52.3669247),4.8845822,52.3669247,POINT (4.8695219 52.3738831),4.8695219,52.3738831
824,46405682,2332802382,2020-10-29 15:13:05,,0 days 02:21:11.000000000,2020-10-29 17:34:16,,8471,824,POINT (4.9031065 52.3756758),4.9031065,52.3756758,POINT (4.8327248 52.3469591),4.8327248,52.3469591
927,2309538816,301177545,2020-10-29 15:13:16,,0 days 00:56:05.000000000,2020-10-29 16:09:21,,3365,927,POINT (4.8541635 52.36431),4.8541635,52.36431,POINT (4.8510734 52.3407567),4.8510734,52.3407567
478,46373209,46399888,2020-10-29 15:13:25,,0 days 00:35:43.000000000,2020-10-29 15:49:08,,2143,478,POINT (4.8823589 52.3689188),4.8823589,52.3689188,POINT (4.8682444 52.3744308),4.8682444,52.3744308
505,46340204,46343706,2020-10-29 15:13:31,,0 days 00:49:01.000000000,2020-10-29 16:02:32,,2941,505,POINT (4.8424828 52.3618688),4.8424828,52.3618688,POINT (4.8409783 52.3617633),4.8409783,52.3617633
406,46443538,46358581,2020-10-29 15:13:33,,0 days 02:12:12.000000000,2020-10-29 17:25:45,,7932,406,POINT (4.9163521 52.3838057),4.9163521,52.3838057,POINT (4.8808029 52.3656053),4.8808029,52.3656053
739,46184037,46291165,2020-10-29 15:13:37,,0 days 00:59:00.000000000,2020-10-29 16:12:37,,3540,739,POINT (4.8645041 52.3260657),4.8645041,52.3260657,POINT (4.8771596 52.3499674),4.8771596,52.3499674
117,46431628,46450950,2020-10-29 15:13:38,,0 days 00:29:10.000000000,2020-10-29 15:42:48,,1750,117,POINT (4.8553542 52.3811143),4.8553542,52.3811143,POINT (4.8749225 52.3854588),4.8749225,52.3854588
367,46346659,3177724800,2020-10-29 15:13:41,,0 days 01:03:19.000000000,2020-10-29 16:17:00,,3799,367,POINT (4.9071068 52.3625383),4.9071068,52.3625383,POINT (4.8900104 52.3705828),4.8900104,52.3705828
47,46307092,2296492123,2020-10-29 15:13:46,,0 days 00:46:53.000000000,2020-10-29 16:00:39,,2813,47,POINT (4.866832 52.3536348),4.866832,52.3536348,POINT (4.8714443 52.3727789),4.8714443,52.3727789
215,5416912856,46442239,2020-10-29 15:13:54,,0 days 01:15:21.000000000,2020-10-29 16:29:15,,4521,215,POINT (4.8660587 52.3521215),4.8660587,52.3521215,POINT (4.8790291 52.3834456),4.8790291,52.3834456
817,46441487,46421292,2020-10-29 15:13:57,,0 days 00:24:03.000000000,2020-10-29 15:38:00,,1443,817,POINT (4.8721773 52.3833107),4.8721773,52.3833107,POINT (4.8820051 52.3789072),4.8820051,52.3789072
57,4759257229,1069320427,2020-10-29 15:13:57,,0 days 00:28:34.000000000,2020-10-29 15:42:31,,1714,57,POINT (4.8911118 52.352849),4.8911118,52.352849,POINT (4.8845344 52.3652112),4.8845344,52.3652112
182,1221182563,2311108506,2020-10-29 15:14:06,,0 days 00:59:19.000000000,2020-10-29 16:13:25,,3559,182,POINT (4.902927 52.3636869),4.902927,52.3636869,POINT (4.8738375 52.3650389),4.8738375,52.3650389
858,46418967,46404331,2020-10-29 15:14:27,,0 days 00:26:52.000000000,2020-10-29 15:41:19,,1612,858,POINT (4.8710448 52.3785209),4.8710448,52.3785209,POINT (4.88339 52.37535),4.88339,52.37535
156,1746135649,46372926,2020-10-29 15:14:29,,0 days 00:59:28.000000000,2020-10-29 16:13:57,,3568,156,POINT (4.8695782 52.3778074),4.8695782,52.3778074,POINT (4.8507182 52.3687551),4.8507182,52.3687551
976,348133375,4624053890,2020-10-29 15:14:31,,0 days 00:48:41.000000000,2020-10-29 16:03:12,,2921,976,POINT (4.8916378 52.3855023),4.8916378,52.3855023,POINT (4.8705438 52.3752057),4.8705438,52.3752057
525,4949301843,2772719483,2020-10-29 15:14:33,,0 days 00:48:40.000000000,2020-10-29 16:03:13,,2920,525,POINT (4.8455797 52.3859226),4.8455797,52.3859226,POINT (4.8712084 52.3724692),4.8712084,52.3724692
728,46384590,46384717,2020-10-29 15:14:35,,0 days 01:31:13.000000000,2020-10-29 16:45:48,,5473,728,POINT (4.91504 52.37121),4.91504,52.37121,POINT (4.8596162 52.3715369),4.8596162,52.3715369
667,46275477,46359328,2020-10-29 15:14:38,,0 days 01:03:35.000000000,2020-10-29 16:18:13,,3815,667,POINT (4.8752327 52.3461149),4.8752327,52.3461149,POINT (4.8629429 52.3656926),4.8629429,52.3656926
578,3923400540,1587126027,2020-10-29 15:14:44,,0 days 01:06:17.000000000,2020-10-29 16:21:01,,3977,578,POINT (4.8371823 52.3590793),4.8371823,52.3590793,POINT (4.8751359 52.374151),4.8751359,52.374151
768,46444710,175661642,2020-10-29 15:14:45,,0 days 00:36:26.000000000,2020-10-29 15:51:11,,2186,768,POINT (4.8837562 52.3840268),4.8837562,52.3840268,POINT (4.8655488 52.3748254),4.8655488,52.3748254
626,46455127,46342623,2020-10-29 15:14:48,,0 days 01:44:46.000000000,2020-10-29 16:59:34,,6286,626,POINT (4.8855347 52.3863553),4.8855347,52.3863553,POINT (4.8231468 52.3615357),4.8231468,52.3615357
452,46308817,46430142,2020-10-29 15:14:53,,0 days 01:09:06.000000000,2020-10-29 16:23:59,,4146,452,POINT (4.8633672 52.3540383),4.8633672,52.3540383,POINT (4.8812838 52.3807602),4.8812838,52.3807602
568,46365303,7191651497,2020-10-29 15:14:54,,0 days 01:24:55.000000000,2020-10-29 16:39:49,,5095,568,POINT (4.8796558 52.3672059),4.8796558,52.3672059,POINT (4.9395685 52.3626665),4.9395685,52.3626665
796,46298484,2284093726,2020-10-29 15:14:55,,0 days 00:44:29.000000000,2020-10-29 15:59:24,,2669,796,POINT (4.8642425 52.3516463),4.8642425,52.3516463,POINT (4.862706 52.364816),4.862706,52.364816
500,46215406,7042617201,2020-10-29 15:14:59,,0 days 01:11:33.000000000,2020-10-29 16:26:32,,4293,500,POINT (4.8794617 52.3335511),4.8794617,52.3335511,POINT (4.8747874 52.3679751),4.8747874,52.3679751
149,7230058506,5828012925,2020-10-29 15:15:03,,0 days 00:56:59.000000000,2020-10-29 16:12:02,,3419,149,POINT (4.8374147 52.3696835),4.8374147,52.3696835,POINT (4.8784986 52.3775301),4.8784986,52.3775301
787,46355452,2298641917,2020-10-29 15:15:05,,0 days 01:07:49.000000000,2020-10-29 16:22:54,,4069,787,POINT (4.8273382 52.3646397),4.8273382,52.3646397,POINT (4.8733282 52.3745317),4.8733282,52.3745317
59,1826095765,2300172811,2020-10-29 15:15:08,,0 days 00:53:38.000000000,2020-10-29 16:08:46,,3218,59,POINT (4.8334465 52.3702163),4.8334465,52.3702163,POINT (4.8763797 52.3739975),4.8763797,52.3739975
225,4799100462,46380586,2020-10-29 15:15:08,,0 days 01:22:14.000000000,2020-10-29 16:37:22,,4934,225,POINT (4.8194725 52.3723399),4.8194725,52.3723399,POINT (4.877417 52.3703923),4.877417,52.3703923
882,46240575,46483407,2020-10-29 15:15:11,,0 days 02:27:33.000000000,2020-10-29 17:42:44,,8853,882,POINT (4.90152 52.33843),4.90152,52.33843,POINT (4.9388547 52.3929375),4.9388547,52.3929375
409,46415149,2298641937,2020-10-29 15:15:13,,0 days 00:13:07.000000000,2020-10-29 15:28:20,,787,409,POINT (4.8793135 52.3776751),4.8793135,52.3776751,POINT (4.8724909 52.3746616),4.8724909,52.3746616
473,351140210,46208922,2020-10-29 15:15:19,,0 days 01:13:58.000000000,2020-10-29 16:29:17,,4438,473,POINT (4.878921 52.3638014),4.878921,52.3638014,POINT (4.8720459 52.3322515),4.8720459,52.3322515
90,46342070,46383466,2020-10-29 15:15:19,,0 days 00:39:21.000000000,2020-10-29 15:54:40,,2361,90,POINT (4.8605627 52.3615023),4.8605627,52.3615023,POINT (4.8825187 52.3709997),4.8825187,52.3709997
654,154531769,46243584,2020-10-29 15:15:20,,0 days 01:33:11.000000000,2020-10-29 16:48:31,,5591,654,POINT (4.8772255 52.3765148),4.8772255,52.3765148,POINT (4.899129 52.3391272),4.899129,52.3391272
859,46356515,46407881,2020-10-29 15:15:27,,0 days 00:34:38.000000000,2020-10-29 15:50:05,,2078,859,POINT (4.8658884 52.3649523),4.8658884,52.3649523,POINT (4.8824608 52.376113),4.8824608,52.376113
192,46252336,1256560350,2020-10-29 15:15:28,,0 days 01:23:32.000000000,2020-10-29 16:39:00,,5012,192,POINT (4.9018597 52.3411852),4.9018597,52.3411852,POINT (4.8729718 52.3745531),4.8729718,52.3745531
419,46347893,5509436060,2020-10-29 15:15:33,,0 days 00:44:38.000000000,2020-10-29 16:00:11,,2678,419,POINT (4.901985 52.3628279),4.901985,52.3628279,POINT (4.9191124 52.3451806),4.9191124,52.3451806
40,46374203,46357050,2020-10-29 15:15:33,,0 days 00:19:21.000000000,2020-10-29 15:34:54,,1161,40,POINT (4.8677348 52.3691288),4.8677348,52.3691288,POINT (4.87686 52.3651566),4.87686,52.3651566
28,46484985,46331138,2020-10-29 15:15:34,,0 days 01:42:19.000000000,2020-10-29 16:57:53,,6139,28,POINT (4.8557443 52.3934165),4.8557443,52.3934165,POINT (4.8819739 52.3591277),4.8819739,52.3591277
815,154528006,117953801,2020-10-29 15:15:35,,0 days 00:31:41.000000000,2020-10-29 15:47:16,,1901,815,POINT (4.8774917 52.3752836),4.8774917,52.3752836,POINT (4.8895758 52.3671188),4.8895758,52.3671188
153,46349945,1587126023,2020-10-29 15:15:45,,0 days 01:06:00.000000000,2020-10-29 16:21:45,,3960,153,POINT (4.9067883 52.3633711),4.9067883,52.3633711,POINT (4.8751215 52.374088),4.8751215,52.374088
418,2012191608,46432573,2020-10-29 15:15:59,,0 days 01:25:30.000000000,2020-10-29 16:41:29,,5130,418,POINT (4.8275155 52.3622259),4.8275155,52.3622259,POINT (4.8731186 52.381279),4.8731186,52.381279
984,46346468,46180316,2020-10-29 15:16:03,,0 days 01:35:17.000000000,2020-10-29 16:51:20,,5717,984,POINT (4.8714474 52.3625354),4.8714474,52.3625354,POINT (4.8656403 52.3251747),4.8656403,52.3251747
980,46304199,2020569181,2020-10-29 15:16:05,,0 days 00:49:16.000000000,2020-10-29 16:05:21,,2956,980,POINT (4.8754776 52.3529866),4.8754776,52.3529866,POINT (4.8762174 52.3740386),4.8762174,52.3740386
208,46468456,7325122864,2020-10-29 15:16:24,,0 days 01:27:04.000000000,2020-10-29 16:43:28,,5224,208,POINT (4.8824331 52.3894953),4.8824331,52.3894953,POINT (4.8786343 52.3503708),4.8786343,52.3503708
537,46299061,46357698,2020-10-29 15:16:25,,0 days 00:33:30.000000000,2020-10-29 15:49:55,,2010,537,POINT (4.9041623 52.3518115),4.9041623,52.3518115,POINT (4.9055435 52.3653784),4.9055435,52.3653784
320,46411959,46363077,2020-10-29 15:16:26,,0 days 00:23:51.000000000,2020-10-29 15:40:17,,1431,320,POINT (4.8840591 52.3770315),4.8840591,52.3770315,POINT (4.8826868 52.3667126),4.8826868,52.3667126
109,46555427,4571078870,2020-10-29 15:16:27,,0 days 03:05:01.000000000,2020-10-29 18:21:28,,11101,109,POINT (4.8807562 52.4166395),4.8807562,52.4166395,POINT (4.8822264 52.3673065),4.8822264,52.3673065
552,46470635,2296170442,2020-10-29 15:16:30,,0 days 02:37:41.000000000,2020-10-29 17:54:11,,9461,552,POINT (4.9448683 52.3899724),4.9448683,52.3899724,POINT (4.8706782 52.3715865),4.8706782,52.3715865
664,46178706,46417322,2020-10-29 15:16:34,,0 days 02:05:51.000000000,2020-10-29 17:22:25,,7551,664,POINT (4.8634905 52.3248719),4.8634905,52.3248719,POINT (4.8813154 52.3780718),4.8813154,52.3780718
325,452485060,2020233480,2020-10-29 15:16:37,,0 days 01:04:50.000000000,2020-10-29 16:21:27,,3890,325,POINT (4.8961592 52.3634984),4.8961592,52.3634984,POINT (4.8505359 52.3578729),4.8505359,52.3578729
656,46358698,1624052865,2020-10-29 15:16:42,,0 days 00:50:35.000000000,2020-10-29 16:07:17,,3035,656,POINT (4.8269932 52.3653387),4.8269932,52.3653387,POINT (4.8637679 52.3717302),4.8637679,52.3717302
315,46296981,46428029,2020-10-29 15:16:42,,0 days 01:27:34.000000000,2020-10-29 16:44:16,,5254,315,POINT (4.9090809 52.3512494),4.9090809,52.3512494,POINT (4.8765917 52.3803059),4.8765917,52.3803059
112,46401975,46400968,2020-10-29 15:16:52,,0 days 00:22:20.000000000,2020-10-29 15:39:12,,1340,112,POINT (4.8717673 52.3749049),4.8717673,52.3749049,POINT (4.8875885 52.3747098),4.8875885,52.3747098
402,46294316,2309516124,2020-10-29 15:16:57,,0 days 01:16:27.000000000,2020-10-29 16:33:24,,4587,402,POINT (4.8365262 52.3506104),4.8365262,52.3506104,POINT (4.8713819 52.3724365),4.8713819,52.3724365
674,46328546,46401975,2020-10-29 15:17:00,,0 days 00:37:38.000000000,2020-10-29 15:54:38,,2258,674,POINT (4.8773927 52.3584742),4.8773927,52.3584742,POINT (4.8717673 52.3749049),4.8717673,52.3749049
515,1333372788,46393385,2020-10-29 15:17:10,,0 days 00:46:57.000000000,2020-10-29 16:04:07,,2817,515,POINT (4.8808138 52.3547346),4.8808138,52.3547346,POINT (4.8767752 52.373122),4.8767752,52.373122
609,46360568,297095279,2020-10-29 15:17:27,,0 days 01:14:48.000000000,2020-10-29 16:32:15,,4488,609,POINT (4.901881 52.3660628),4.901881,52.3660628,POINT (4.8740878 52.3718258),4.8740878,52.3718258
831,3073085594,2311109604,2020-10-29 15:17:28,,0 days 00:37:33.000000000,2020-10-29 15:55:01,,2253,831,POINT (4.85688 52.37699),4.85688,52.37699,POINT (4.8735187 52.3654289),4.8735187,52.3654289
661,5805314261,46360831,2020-10-29 15:17:46,,0 days 00:21:26.000000000,2020-10-29 15:39:12,,1286,661,POINT (4.8903466 52.3549659),4.8903466,52.3549659,POINT (4.8931933 52.3660768),4.8931933,52.3660768
210,46202476,46385942,2020-10-29 15:17:46,,0 days 01:56:55.000000000,2020-10-29 17:14:41,,7015,210,POINT (4.8657192 52.330742),4.8657192,52.330742,POINT (4.8893657 52.3715577),4.8893657,52.3715577
588,46342032,46394761,2020-10-29 15:17:47,,0 days 00:42:08.000000000,2020-10-29 15:59:55,,2528,588,POINT (4.8823722 52.3614511),4.8823722,52.3614511,POINT (4.8780385 52.3733989),4.8780385,52.3733989
908,6363752992,6206420404,2020-10-29 15:17:48,,0 days 01:10:07.000000000,2020-10-29 16:27:55,,4207,908,POINT (4.8395368 52.3451721),4.8395368,52.3451721,POINT (4.8785987 52.3643893),4.8785987,52.3643893
625,46246905,2772719495,2020-10-29 15:17:50,,0 days 02:01:23.000000000,2020-10-29 17:19:13,,7283,625,POINT (4.9430708 52.3399282),4.9430708,52.3399282,POINT (4.8710557 52.3689579),4.8710557,52.3689579
346,319546292,46424437,2020-10-29 15:17:50,,0 days 01:50:58.000000000,2020-10-29 17:08:48,,6658,346,POINT (4.855513 52.3333888),4.855513,52.3333888,POINT (4.871687 52.3797899),4.871687,52.3797899
19,6932947315,5071555281,2020-10-29 15:17:54,,0 days 00:59:27.000000000,2020-10-29 16:17:21,,3567,19,POINT (4.9011452 52.3548601),4.9011452,52.3548601,POINT (4.9359586 52.3711157),4.9359586,52.3711157
785,46440549,46426305,2020-10-29 15:17:55,,0 days 01:28:17.000000000,2020-10-29 16:46:12,,5297,785,POINT (4.8324922 52.3830037),4.8324922,52.3830037,POINT (4.8952166 52.3801147),4.8952166,52.3801147
617,46410499,2300790711,2020-10-29 15:18:00,,0 days 00:54:01.000000000,2020-10-29 16:12:01,,3241,617,POINT (4.8995756 52.376746),4.8995756,52.376746,POINT (4.8789709 52.3783635),4.8789709,52.3783635
321,292914491,46402799,2020-10-29 15:18:00,,0 days 01:17:20.000000000,2020-10-29 16:35:20,,4640,321,POINT (4.8920703 52.3407437),4.8920703,52.3407437,POINT (4.8711212 52.3750495),4.8711212,52.3750495
120,3307343593,279459657,2020-10-29 15:18:07,,0 days 00:16:50.000000000,2020-10-29 15:34:57,,1010,120,POINT (4.8745174 52.3543425),4.8745174,52.3543425,POINT (4.8758831 52.3596986),4.8758831,52.3596986
199,46319940,2400161649,2020-10-29 15:18:08,,0 days 01:28:52.000000000,2020-10-29 16:47:00,,5332,199,POINT (4.8248456 52.3564452),4.8248456,52.3564452,POINT (4.8747581 52.3776042),4.8747581,52.3776042
956,46463438,271391421,2020-10-29 15:18:10,,0 days 00:55:25.000000000,2020-10-29 16:13:35,,3325,956,POINT (4.880378 52.3882209),4.880378,52.3882209,POINT (4.8907506 52.3714896),4.8907506,52.3714896
416,46264921,3185290447,2020-10-29 15:18:10,,0 days 01:42:50.000000000,2020-10-29 17:01:00,,6170,416,POINT (4.9224294 52.343854),4.9224294,52.343854,POINT (4.8758661 52.3722814),4.8758661,52.3722814
206,46337136,1587126020,2020-10-29 15:18:14,,0 days 01:51:13.000000000,2020-10-29 17:09:27,,6673,206,POINT (4.7993503 52.3603234),4.7993503,52.3603234,POINT (4.8751044 52.3740289),4.8751044,52.3740289
942,46442265,46444801,2020-10-29 15:18:19,,0 days 01:06:32.000000000,2020-10-29 16:24:51,,3992,942,POINT (4.8192335 52.3834183),4.8192335,52.3834183,POINT (4.8734233 52.3840452),4.8734233,52.3840452
393,7191965047,452485058,2020-10-29 15:18:24,,0 days 00:57:29.000000000,2020-10-29 16:15:53,,3449,393,POINT (4.9275536 52.3563967),4.9275536,52.3563967,POINT (4.8961713 52.3632864),4.8961713,52.3632864
964,916874915,6459278047,2020-10-29 15:18:33,,0 days 01:44:00.000000000,2020-10-29 17:02:33,,6240,964,POINT (4.8732625 52.3644737),4.8732625,52.3644737,POINT (4.8186628 52.3878671),4.8186628,52.3878671
282,46357698,46380013,2020-10-29 15:18:40,,0 days 00:54:46.000000000,2020-10-29 16:13:26,,3286,282,POINT (4.9055435 52.3653784),4.9055435,52.3653784,POINT (4.8871371 52.3702584),4.8871371,52.3702584
224,1525016908,46304902,2020-10-29 15:18:46,,0 days 02:05:02.000000000,2020-10-29 17:23:48,,7502,224,POINT (4.9085866 52.3603391),4.9085866,52.3603391,POINT (4.8149145 52.3530144),4.8149145,52.3530144
94,7223803102,2020569012,2020-10-29 15:18:52,,0 days 00:50:20.000000000,2020-10-29 16:09:12,,3020,94,POINT (4.8792249 52.3514358),4.8792249,52.3514358,POINT (4.8784239 52.3728356),4.8784239,52.3728356
704,46321907,46382948,2020-10-29 15:18:52,,0 days 01:20:10.000000000,2020-10-29 16:39:02,,4810,704,POINT (4.8248291 52.3569098),4.8248291,52.3569098,POINT (4.8745029 52.370827),4.8745029,52.370827
835,46410499,2309566346,2020-10-29 15:19:00,,0 days 01:28:32.000000000,2020-10-29 16:47:32,,5312,835,POINT (4.8995756 52.376746),4.8995756,52.376746,POINT (4.8577894 52.3646609),4.8577894,52.3646609
352,178873237,46439956,2020-10-29 15:19:04,,0 days 01:36:11.000000000,2020-10-29 16:55:15,,5771,352,POINT (4.8408308 52.3516077),4.8408308,52.3516077,POINT (4.8837839 52.3829088),4.8837839,52.3829088
724,46361871,46388899,2020-10-29 15:19:11,,0 days 01:09:16.000000000,2020-10-29 16:28:27,,4156,724,POINT (4.8274131 52.366293),4.8274131,52.366293,POINT (4.8809353 52.3722068),4.8809353,52.3722068
854,46476141,6932233488,2020-10-29 15:19:12,,0 days 02:24:49.000000000,2020-10-29 17:44:01,,8689,854,POINT (4.906973 52.3913108),4.906973,52.3913108,POINT (4.8664926 52.3541307),4.8664926,52.3541307
482,46296112,46339826,2020-10-29 15:19:18,,0 days 00:40:25.000000000,2020-10-29 15:59:43,,2425,482,POINT (4.9079989 52.351077),4.9079989,52.351077,POINT (4.8850178 52.3610083),4.8850178,52.3610083
919,46473281,46380158,2020-10-29 15:19:23,,0 days 01:23:58.000000000,2020-10-29 16:43:21,,5038,919,POINT (4.855559 52.3905827),4.855559,52.3905827,POINT (4.8801521 52.3703137),4.8801521,52.3703137
236,46326224,46399888,2020-10-29 15:19:24,,0 days 00:50:52.000000000,2020-10-29 16:10:16,,3052,236,POINT (4.852281 52.3579554),4.852281,52.3579554,POINT (4.8682444 52.3744308),4.8682444,52.3744308
66,7230046371,46411734,2020-10-29 15:19:27,,0 days 00:30:53.000000000,2020-10-29 15:50:20,,1853,66,POINT (4.8365964 52.3697602),4.8365964,52.3697602,POINT (4.8393627 52.3768785),4.8393627,52.3768785
896,46343548,46359489,2020-10-29 15:19:29,,0 days 00:53:16.000000000,2020-10-29 16:12:45,,3196,896,POINT (4.9075137 52.3618174),4.9075137,52.3618174,POINT (4.8748413 52.3657863),4.8748413,52.3657863
861,46397480,1587126023,2020-10-29 15:19:36,,0 days 00:02:38.000000000,2020-10-29 15:22:14,,158,861,POINT (4.8770664 52.3739591),4.8770664,52.3739591,POINT (4.8751215 52.374088),4.8751215,52.374088
937,2283173353,451707293,2020-10-29 15:19:38,,0 days 01:17:28.000000000,2020-10-29 16:37:06,,4648,937,POINT (4.8173771 52.3830882),4.8173771,52.3830882,POINT (4.8698816 52.3686708),4.8698816,52.3686708
603,1205690119,5832473463,2020-10-29 15:19:39,,0 days 00:26:12.000000000,2020-10-29 15:45:51,,1572,603,POINT (4.8746977 52.3741962),4.8746977,52.3741962,POINT (4.8842211 52.3858918),4.8842211,52.3858918
44,46283238,3176714954,2020-10-29 15:19:44,,0 days 01:07:12.000000000,2020-10-29 16:26:56,,4032,44,POINT (4.9017754 52.3480139),4.9017754,52.3480139,POINT (4.8877531 52.3748899),4.8877531,52.3748899
100,1559937533,46279380,2020-10-29 15:19:53,,0 days 01:40:33.000000000,2020-10-29 17:00:26,,6033,100,POINT (4.8633733 52.3534148),4.8633733,52.3534148,POINT (4.9354645 52.346988),4.9354645,52.346988
512,1069320427,1106841180,2020-10-29 15:20:00,,0 days 00:18:48.000000000,2020-10-29 15:38:48,,1128,512,POINT (4.8845344 52.3652112),4.8845344,52.3652112,POINT (4.8807821 52.3623822),4.8807821,52.3623822
901,46275511,46456480,2020-10-29 15:20:13,,0 days 02:10:24.000000000,2020-10-29 17:30:37,,7824,901,POINT (4.9348864 52.3460739),4.9348864,52.3460739,POINT (4.8751541 52.3865074),4.8751541,52.3865074
720,46370465,46399461,2020-10-29 15:20:15,,0 days 00:14:57.000000000,2020-10-29 15:35:12,,897,720,POINT (4.8561451 52.3683295),4.8561451,52.3683295,POINT (4.8559067 52.3744019),4.8559067,52.3744019
735,31008901,46357493,2020-10-29 15:20:16,,0 days 01:01:56.000000000,2020-10-29 16:22:12,,3716,735,POINT (4.8727582 52.392853),4.8727582,52.392853,POINT (4.8752266 52.3653035),4.8752266,52.3653035
493,46350521,175661628,2020-10-29 15:20:22,,0 days 00:32:49.000000000,2020-10-29 15:53:11,,1969,493,POINT (4.8594565 52.3634711),4.8594565,52.3634711,POINT (4.8659103 52.3745551),4.8659103,52.3745551
72,46415032,351140210,2020-10-29 15:20:27,,0 days 00:33:07.000000000,2020-10-29 15:53:34,,1987,72,POINT (4.8876491 52.3776082),4.8876491,52.3776082,POINT (4.878921 52.3638014),4.878921,52.3638014
988,461797243,1738396248,2020-10-29 15:20:29,,0 days 01:01:58.000000000,2020-10-29 16:22:27,,3718,988,POINT (4.9059859 52.351432),4.9059859,52.351432,POINT (4.9066169 52.3766205),4.9066169,52.3766205
8,46358698,2311107799,2020-10-29 15:20:31,,0 days 01:02:21.000000000,2020-10-29 16:22:52,,3741,8,POINT (4.8269932 52.3653387),4.8269932,52.3653387,POINT (4.8744262 52.3638486),4.8744262,52.3638486
133,3307343592,4966813734,2020-10-29 15:20:41,,0 days 00:39:12.000000000,2020-10-29 15:59:53,,2352,133,POINT (4.8722871 52.3537511),4.8722871,52.3537511,POINT (4.8960373 52.3598492),4.8960373,52.3598492
301,2021881804,46373371,2020-10-29 15:20:43,,0 days 00:37:22.000000000,2020-10-29 15:58:05,,2242,301,POINT (4.8986082 52.3595657),4.8986082,52.3595657,POINT (4.8790199 52.3689972),4.8790199,52.3689972
590,46399568,46413151,2020-10-29 15:20:50,,0 days 00:12:27.000000000,2020-10-29 15:33:17,,747,590,POINT (4.8153737 52.3743773),4.8153737,52.3743773,POINT (4.81548 52.3772),4.81548,52.3772
788,46475561,4978337705,2020-10-29 15:20:58,,0 days 02:05:03.000000000,2020-10-29 17:26:01,,7503,788,POINT (4.8798797 52.3912045),4.8798797,52.3912045,POINT (4.8931686 52.3408597),4.8931686,52.3408597
517,46310277,46437992,2020-10-29 15:20:58,,0 days 02:39:17.000000000,2020-10-29 18:00:15,,9557,517,POINT (4.77838 52.35434),4.77838,52.35434,POINT (4.8875398 52.3824812),4.8875398,52.3824812
205,1525016758,46374662,2020-10-29 15:21:12,,0 days 01:09:14.000000000,2020-10-29 16:30:26,,4154,205,POINT (4.9106035 52.3602107),4.9106035,52.3602107,POINT (4.8720783 52.3692106),4.8720783,52.3692106
2,3116674753,2309524191,2020-10-29 15:21:14,,0 days 02:17:59.000000000,2020-10-29 17:39:13,,8279,2,POINT (4.9083994 52.3872758),4.9083994,52.3872758,POINT (4.8679898 52.3703872),4.8679898,52.3703872
544,46296820,46347682,2020-10-29 15:21:14,,0 days 01:07:39.000000000,2020-10-29 16:28:53,,4059,544,POINT (4.9265335 52.3512062),4.9265335,52.3512062,POINT (4.8881687 52.3628351),4.8881687,52.3628351
353,46314904,3300515567,2020-10-29 15:21:23,,0 days 01:33:55.000000000,2020-10-29 16:55:18,,5635,353,POINT (4.91962 52.35537),4.91962,52.35537,POINT (4.8588942 52.3713945),4.8588942,52.3713945
504,84628692,4625767593,2020-10-29 15:21:24,,0 days 01:00:16.000000000,2020-10-29 16:21:40,,3616,504,POINT (4.8664379 52.3940924),4.8664379,52.3940924,POINT (4.8706443 52.3825191),4.8706443,52.3825191
726,46327179,46276928,2020-10-29 15:21:35,,0 days 00:43:09.000000000,2020-10-29 16:04:44,,2589,726,POINT (4.8568392 52.3581532),4.8568392,52.3581532,POINT (4.8727674 52.3464329),4.8727674,52.3464329
436,297096564,46385483,2020-10-29 15:21:37,,0 days 00:48:29.000000000,2020-10-29 16:10:06,,2909,436,POINT (4.8546214 52.3807721),4.8546214,52.3807721,POINT (4.8814573 52.3714676),4.8814573,52.3714676
231,46318194,46384717,2020-10-29 15:21:38,,0 days 00:42:53.000000000,2020-10-29 16:04:31,,2573,231,POINT (4.8798662 52.3561669),4.8798662,52.3561669,POINT (4.8596162 52.3715369),4.8596162,52.3715369
45,46457775,3899001656,2020-10-29 15:21:39,,0 days 02:37:51.000000000,2020-10-29 17:59:30,,9471,45,POINT (4.91005 52.38697),4.91005,52.38697,POINT (4.8658618 52.3461019),4.8658618,52.3461019
111,46228133,3296689776,2020-10-29 15:21:42,,0 days 01:59:21.000000000,2020-10-29 17:21:03,,7161,111,POINT (4.8149262 52.3358998),4.8149262,52.3358998,POINT (4.8860465 52.360595),4.8860465,52.360595
688,46359751,2054127572,2020-10-29 15:21:44,,0 days 00:59:28.000000000,2020-10-29 16:21:12,,3568,688,POINT (4.8718329 52.3658659),4.8718329,52.3658659,POINT (4.9045792 52.3778586),4.9045792,52.3778586
50,3162618104,46433913,2020-10-29 15:21:49,,0 days 02:32:18.000000000,2020-10-29 17:54:07,,9138,50,POINT (4.9059124 52.4064163),4.9059124,52.4064163,POINT (4.8862175 52.381549),4.8862175,52.381549
